cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct,new_ticker,flip_date,flip_ticker,old_ticker,n_ticker_events,polygon_active,list_date,sic_code,sic_description,polygon_name,market_cap_now,delisted_utc,public_shares_pre_vote,enrich_status,flip_source,redemption_pct_final,post_redeem_float_est,redemption_pct_best,sector,sector_margin,is_hightech,ann_day0_date,ann_prev_close,ann_gap_pct,ann_day0_ret_pct,ann_2d_high_ret_pct,ann_day0_vol_mult,ann_to_vote_ret_pct,vote_day_close,last_old_date,last_old_close,vote_to_lastold_ret_pct,flip_day0_date,flip_open,flip_close,flip_high,flip_volume,flip_gap_pct,flip_day_ret_pct,flip_high_ret_pct,post_flip_ret_1d_pct,post_flip_ret_3d_pct,post_flip_ret_5d_pct,post_flip_ret_10d_pct,max_runup_10d_pct,max_drawdown_10d_pct,untraded_gap_days,flip_lag_cal_days,split_at_flip
1820630,Proterra Inc,,2021-06-11,2021-06-17,0001628280-21-012482,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3711.0,8-K,,,3711.0,Motor Vehicles & Passenger Car Bodies,Proterra Inc,ArcLight Clean Transition Corp.,2021-01-12,425,1,2021-06-11,2021-06-11,True,False,True,New Proterra,ACTC,PTRA,15172.0,,,18.0,super8k,True,True,,PTRA,2021-06-15,PTRA,ACTC,0.0,True,2021-06-15,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,Proterra Inc. Common Stock,2667711283.38,,27750000.0,ok,first_aggs_bar,0.1,27734828.0,0.1,ev_mobility,1,True,2021-01-12,12.19,66.78,106.73,108.7,231.6,-24.56,19.01,2021-06-14,18.09,-4.84,2021-06-15,17.5,16.94,18.5221,931607.0,-3.26,-6.36,2.39,-5.75,-6.85,-4.92,-5.03,2.39,-12.27,0.0,4.0,False
1804591,23andMe Holding Co.,ME,2021-06-16,2021-06-21,0001193125-21-194255,"1.01,2.01,3.02,5.01,5.02,5.05,5.06,9.01",3829.0,8-K,,,2834.0,Pharmaceutical Preparations,Chrome Holding Co.,23andMe Holding Co.; VG Acquisition Corp.; Bleecker Street Acquisition Corp.,2021-02-04,425,1,2021-06-11,2021-06-10,True,False,True,,VGAC,ME,16667061.0,,,,super8k,False,True,,ME,2021-06-17,ME,VGAC,0.0,True,2021-06-17,2834.0,PHARMACEUTICAL PREPARATIONS,23andMe Holding Co. Class A Common Stock,3506382367.6,,50860000.0,ok,first_aggs_bar,32.8,34192939.0,32.8,biotech_health,3,False,2021-02-04,13.47,13.66,31.03,34.82,21.0,-36.83,11.15,2021-06-16,10.99,-1.43,2021-06-17,11.1279,13.32,13.55,8306291.0,1.25,21.2,23.29,14.56,6.19,8.1,0.09,23.29,-2.27,0.0,1.0,False
1779474,"WM TECHNOLOGY, INC.","MAPS, MAPSW",2021-06-16,2021-06-22,0001140361-21-021785,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",7372.0,8-K,MAPS,OTC,7372.0,Services-Prepackaged Software,"WM TECHNOLOGY, INC.",Silver Spike Acquisition Corp.,2020-12-10,425,2,2021-06-11,2021-06-10,True,False,True,"Merger, dated December 10, 2020",SSPK,,11437.0,,,10.17,super8k,False,True,,MAPS,2021-06-16,MAPS,SSPK,1.0,True,,,,WM TECHNOLOGY INC A,,,25000000.0,ok,ticker_event,0.0,24988563.0,0.0,software_ai,1,True,2020-12-10,10.49,33.94,37.27,48.71,326.8,20.07,17.29,2021-06-15,18.84,8.96,2021-06-16,19.0,20.55,20.99,970563.0,0.85,9.08,11.41,11.31,-3.03,1.33,-5.2,18.05,-7.91,0.0,0.0,False
1803901,"Talkspace, Inc.","TALK, TALKW",2021-06-22,2021-06-23,0001193125-21-197353,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",8000.0,8-K,"TALK,TALKW","Nasdaq,Nasdaq",8000.0,Services-Health Services,"Talkspace, Inc.",Hudson Executive Investment Corp.,2021-01-13,425,1,2021-06-17,2021-06-17,True,False,True,HEC,HEC,TALK,25968043.0,,,,super8k,True,True,,TALK,2021-06-23,TALK,HEC,1.0,True,2021-06-23,8000.0,SERVICES-HEALTH SERVICES,"Talkspace, Inc. Common Stock",876090720.1800001,,41400000.0,ok,ticker_event,62.7,15431957.0,62.7,biotech_health,0,False,2021-01-13,11.51,1.13,-3.91,2.52,55.4,-18.63,9.0,2021-06-22,8.52,-5.33,2021-06-23,8.9,9.19,9.19,529919.0,4.46,7.86,7.86,5.63,0.47,-2.46,-18.43,8.8,-25.82,0.0,1.0,False
1815849,"ATI Physical Therapy, Inc.","ATIP, ATIPW",2021-06-16,2021-06-23,0001193125-21-197388,"1.01,2.01,2.03,3.02,4.01,5.01,5.02,5.05,9.01",8050.0,8-K,,,8050.0,Services-Nursing & Personal Care Facilities,"ATI Physical Therapy, Inc.",Fortress Value Acquisition Corp. II,2021-03-12,PREM14A,1,2021-06-16,2021-06-15,False,False,True,"Merger, dated as of February 21, 2021",FAII,ATIP,8990000.0,,26.0,11.5,vote8k,False,True,26.0,ATIP,2021-06-17,ATIP,FAII,0.0,True,2021-06-17,8050.0,SERVICES-NURSING & PERSONAL CARE FACILITIES,"ATI Physical Therapy, Inc.",818605784.9000001,,34500000.0,ok,first_aggs_bar,26.1,25510000.0,26.1,biotech_health,1,False,2021-03-12,10.05,-0.2,1.89,1.89,0.5,-4.88,9.74,2021-06-16,10.28,5.54,2021-06-17,9.97,10.01,10.44,1157762.0,-3.02,-2.63,1.56,-8.07,-9.92,-10.31,-8.37,1.56,-14.11,0.0,1.0,False
1723648,"LiveVox Holdings, Inc.",,2021-06-18,2021-06-24,0001193125-21-198809,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,8.01,9.01",7900.0,8-K,,,7374.0,Services-Computer Processing & Data Preparation,"LiveVox Holdings, Inc.",Crescent Acquisition Corp; Crescent Funding Inc.,2020-07-16,PREM14A,3,2021-06-17,2021-06-16,False,False,True,"Merger, dated January 13, 2021",CRSA,LVOX,15321467.0,,,10.14,super8k,True,True,,LVOX,2021-06-22,LVOX,CRSA,0.0,True,2021-06-22,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,"LiveVox Holding, Inc. Class A Common Stock",628740652.8000001,,24990000.0,ok,first_aggs_bar,61.3,9668533.0,61.3,software_ai,1,True,2020-07-16,10.28,-0.19,0.19,0.97,0.8,-3.98,9.89,2021-06-21,8.81,-10.92,2021-06-22,9.45,9.22,9.45,232558.0,7.26,4.65,7.26,0.79,-3.18,-4.99,-5.33,7.26,-9.19,0.0,4.0,False
1832459,Thoma Bravo Advantage,,2021-06-28,2021-06-28,0001193125-21-202203,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770.0,8-K,,,6770.0,Blank Checks,Thoma Bravo Advantage,,2021-03-22,425,1,2021-06-22,2021-06-22,True,True,False,,TBA,TBA,18254045.0,,,,vote8k,True,True,,TBA,,TBA,,0.0,,,,,,,,,no_flip_event,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431959,META MATERIALS INC.,MMATQ,2021-06-25,2021-06-29,0001193125-21-203407,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,8.01,9.01",1311.0,8-K,,,3674.0,Semiconductors & Related Devices,META MATERIALS INC.,"TORCHLIGHT ENERGY RESOURCES INC; Pole Perfect Studios, Inc.",2020-11-02,425,10,2021-06-16,2021-06-11,True,False,True,,TRCH,MMAT,,,,,,False,False,,MMATQ,2021-06-28,MMAT,TRCH,1.0,True,,,,META MATERIALS INC,,,145560000.0,ok,first_aggs_bar,,,,industrial,1,False,2020-11-02,0.2741,0.69,1.39,2.15,0.9,1022.71,3.12,2021-06-25,4.95,58.65,2021-06-28,9.77,7.96,9.97,29849851.0,97.37,60.81,101.41,42.02,47.27,45.25,-19.39,101.41,-29.09,0.0,3.0,True
1784168,"Electric Last Mile Solutions, Inc.",ELMSQ,2021-06-24,2021-06-30,0001213900-21-035067,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,9.01",3711.0,8-K,,,3711.0,Motor Vehicles & Passenger Car Bodies,"Electric Last Mile Solutions, Inc.",Forum Merger III Corp,2021-02-16,PREM14A,1,2021-06-25,2021-06-24,False,False,True,,FIII,ELMS,11077058.0,,,10.0,super8k,True,True,,ELMSQ,2021-06-28,ELMS,FIII,2.0,True,,,,ELECTRIC LAST MILE SOLN A,,,25740000.0,ok,first_aggs_bar,43.0,14662942.0,43.0,ev_mobility,0,True,2021-02-16,12.08,0.41,-0.58,2.48,1.0,-16.82,9.99,2021-06-25,10.19,2.0,2021-06-28,11.1028,11.56,12.0,1840439.0,8.96,13.44,17.76,5.5,3.43,-0.79,2.94,17.76,-10.99,0.0,4.0,False
1777835,Perella Weinberg Partners,PWP,2021-06-24,2021-06-30,0001193125-21-204696,"1.01,2.01,2.03,3.02,5.01,5.02,5.06,7.01,9.01",6282.0,8-K,PWP,Nasdaq,6199.0,Finance Services,Perella Weinberg Partners,FinTech Acquisition Corp. IV,2021-02-05,PREM14A,1,2021-06-23,2021-06-22,False,False,True,,FTIV,PWP,0.0,,,10.0,llm,True,True,,PWP,2021-06-25,PWP,FTIV,1.0,True,2021-06-25,6199.0,FINANCE SERVICES,Perella Weinberg Partners Class A Common Stock,1087506608.79,,23610000.0,ok,ticker_event,0.0,23610000.0,0.0,fintech,0,True,2021-02-05,11.5,0.0,-0.43,3.05,0.4,7.34,12.29,2021-06-24,13.28,8.06,2021-06-25,13.09,13.0,13.8449,960431.0,-1.43,-2.11,4.25,-2.79,-3.16,-0.45,-0.9,9.94,-9.13,0.0,1.0,False
1826889,Forest Road Acquisition Corp.,"BODI, BODYW",2021-06-25,2021-07-01,0001193125-21-206543,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",5960.0,8-K,"BODI,BODYW","Nasdaq,OTC",5960.0,Retail-Nonstore Retailers,"Beachbody Company, Inc.",Forest Road Acquisition Corp.,2021-02-10,425,1,2021-06-25,2021-06-24,True,False,True,"The Beachbody Company Group, LLC",FRX,BODY,8383485.0,,,10.0,super8k,True,True,,BODI,2021-06-28,BODY,FRX,2.0,True,2021-06-28,5960.0,RETAIL-NONSTORE RETAILERS,"The Beachbody Company, Inc. Class A Common Stock",80818086.24,,30000000.0,ok,first_aggs_bar,27.9,21616515.0,27.9,consumer,4,False,2021-02-10,10.76,8.18,8.46,15.71,95.5,-3.86,11.22,2021-06-25,12.0,6.95,2021-06-28,13.15,12.74,13.5,4745090.0,9.58,6.17,12.5,-6.75,-14.58,-24.58,-28.17,12.5,-28.9,0.0,3.0,False
1802457,"Origin Materials, Inc.","ORGN, ORGNW",2021-06-25,2021-07-01,0001193125-21-206309,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2860.0,8-K,ORGN,Nasdaq,2860.0,Industrial Organic Chemicals,"Origin Materials, Inc.","Origin Materials, Inc.; Artius Acquisition Inc.",2021-02-17,425,1,2021-06-23,2021-06-23,True,False,True,,AACQ,ORGN,43880780.0,,,10.004,super8k,True,True,,ORGN,2021-06-25,ORGN,AACQ,0.0,True,2021-06-25,2860.0,INDUSTRIAL ORGANIC CHEMICALS,"Origin Materials, Inc. Common Stock",944993842.65,,72450000.0,ok,first_aggs_bar,60.6,28569220.0,60.6,industrial,1,False,2021-02-17,14.0,-2.4,-3.57,-0.64,13.9,-28.37,9.67,2021-06-24,9.99,3.31,2021-06-25,10.1746,9.77,10.28,1688522.0,1.85,-2.2,2.9,-6.21,-17.92,-16.12,-16.62,2.9,-26.13,0.0,0.0,False
1811764,POINT Biopharma Global Inc.,,2021-06-30,2021-07-01,0001104659-21-087795,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,POINT Biopharma Global Inc.,Therapeutics Acquisition Corp.,2021-03-15,425,1,2021-06-30,2021-06-29,True,False,True,"March 15, 2021",RACA,PNT,1394131.0,,,,super8k,False,True,,PNT,2021-07-01,PNT,RACA,0.0,True,2020-07-01,2834.0,PHARMACEUTICAL PREPARATIONS,POINT Biopharma Global Inc. Common Stock,860663132.7,,14040000.0,ok,first_aggs_bar,9.9,12645869.0,9.9,biotech_health,5,False,2021-03-15,13.36,4.12,-0.52,4.72,5.1,-24.35,10.0544,2021-06-30,10.2743,2.19,2021-07-01,10.3,10.05,10.65,95461.0,0.25,-2.18,3.66,-13.47,-17.27,-14.35,-14.54,3.66,-19.61,0.0,1.0,False
719402,FIRST NATIONAL CORP /VA/,FXNC,2021-07-01,2021-07-01,0001437749-21-016156,"2.01,5.02,5.03,8.01,9.01",6022.0,8-K,FXNC,Nasdaq,6022.0,State Commercial Banks,FIRST NATIONAL CORP /VA/,,2021-02-18,425,14,2021-06-22,2021-06-16,True,False,False,The Bank of Fincastle,FXNC,FXNC,,,,,,False,False,,FXNC,,FXNC,FXNC,1.0,True,1996-06-27,6022.0,STATE COMMERCIAL BANKS,FIRST NATL CORP STRASBURG VA,264267465.41,,4870000.0,no_flip_event,,,,,fintech,4,True,2021-02-19,18.4,-1.66,-4.89,0.0,38.1,11.43,19.5,2021-07-09,21.5995,10.77,,,,,,,,,,,,,,,,,
1845815,Payoneer Global Inc.,"PAYO, PAYOW",2021-06-25,2021-07-01,0001213900-21-035350,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",7389.0,8-K,PAYO,Nasdaq,7389.0,"Services-Business Services, NEC",Payoneer Global Inc.,"New Starship Parent, Inc.",2021-02-18,425,0,,,True,False,True,,,PAYO,18033066.0,,,10.0,super8k,True,True,,PAYO,2021-06-28,PAYO,,1.0,True,2021-06-28,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Payoneer Global Inc. Common Stock,2401180232.9,,,ok,ticker_event,,,,fintech,3,True,,,,,,,,,,,,2021-06-28,11.15,10.6,11.15,2326132.0,,,,,,,,,,,3.0,False
1814329,Holicity Inc.,,2021-06-30,2021-07-01,0001193125-21-205288,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4700.0,8-K,,,4700.0,Transportation Services,"Astra Space, Inc.",Holicity Inc.,2021-02-02,425,1,2021-06-30,2021-06-30,True,False,True,"Merger dated as of February 2, 2021",HOL,ASTR,10981.0,,,10.0,super8k,False,True,,ASTR,2021-07-01,ASTR,HOL,0.0,True,2021-07-01,4700.0,TRANSPORTATION SERVICES,"Astra Space, Inc. Class A Common Stock",3014539107.54,,30000000.0,ok,first_aggs_bar,0.0,29989019.0,0.0,space_defense,1,True,2021-02-02,10.34,45.07,57.54,70.21,463.2,-24.19,12.35,2021-06-30,12.35,0.0,2021-07-01,12.3,12.9,14.98,9557953.0,-0.4,4.45,21.3,25.26,10.12,9.96,-18.62,37.25,-18.95,0.0,1.0,False
1601669,Watford Holdings Ltd.,,2021-07-01,2021-07-02,0001601669-21-000048,"2.01,3.01,3.03,5.01,8.01,9.01",6331.0,8-K,,,6331.0,"Fire, Marine & Casualty Insurance",Watford Holdings Ltd.,,2021-01-04,PREM14A,3,2021-04-01,2021-03-30,False,False,False,Greysbridge Ltd,WTRE,WTRE,,,,,,False,False,,WTRE,,DRW,WTRE,2.0,True,2007-06-05,,,WisdomTree New Economy Real Estate Fund,,,19890000.0,no_flip_event,,,,,real_estate,1,False,2021-01-04,34.6,0.0,0.14,0.4,0.9,0.0,34.65,2021-07-01,34.99,0.98,,,,,,,,,,,,,,,,,
1821160,Guild Holdings Co,GHLD,2021-07-01,2021-07-02,0001821160-21-000027,"2.01,9.01",6162.0,8-K,,,6162.0,Mortgage Bankers & Loan Correspondents,Guild Holdings Co,,,,1,2021-05-10,2021-05-06,False,False,False,,GHLD,GHLD,,,,,,False,False,,GHLD,,GHLD,GHLD,0.0,True,2020-10-22,6162.0,MORTGAGE BANKERS & LOAN CORRESPONDENTS,Guild Holdings Company,870061266.75,,19670000.0,no_flip_event,,,,,fintech,1,True,,,,,,,,,2021-07-09,15.77,,,,,,,,,,,,,,,,,,
1777921,Apex Technology Acquisition Corp,"AVPT, AVPTW",2021-07-01,2021-07-07,0001193125-21-209872,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7372.0,8-K,AVPT,Nasdaq,7372.0,Services-Prepackaged Software,"AvePoint, Inc.",Apex Technology Acquisition Corp,2020-11-23,425,2,2021-07-01,2021-06-30,True,False,True,Merger Sub 1 with and into Legacy AvePoint,APXT,AVPT,17458.0,,,,super8k,False,True,,AVPT,2021-07-02,AVPT,APXT,1.0,True,2021-07-02,7372.0,SERVICES-PREPACKAGED SOFTWARE,"AvePoint, Inc. Class A Common Stock",2637493918.24,,35810000.0,ok,ticker_event,0.0,35792542.0,0.0,software_ai,6,True,2020-11-23,10.15,5.02,2.56,7.88,443.9,17.68,12.25,2021-07-01,12.11,-1.14,2021-07-02,12.05,11.95,12.17,1848509.0,-0.5,-1.32,0.5,-5.78,-8.59,-13.46,-16.18,0.5,-23.04,0.0,1.0,False
1716947,"Ensysce Biosciences, Inc.","ENSC, ENSCW",2021-07-07,2021-07-07,0001493152-21-016378,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.06,9.01",2834.0,8-K,"ENSC,ENSCW","Nasdaq,OTC",2834.0,Pharmaceutical Preparations,"Ensysce Biosciences, Inc.",Leisure Acquisition Corp.,2019-12-30,425,7,2021-06-30,2021-06-29,True,False,True,,ENSC,ENSC,5748902.0,,,,vote8k,True,True,,ENSC,2021-07-02,ENSC,,1.0,True,2021-07-01,2834.0,PHARMACEUTICAL PREPARATIONS,"Ensysce Biosciences, Inc. Common Stock",4147156.547,,,ok,first_aggs_bar,,,,biotech_health,11,False,,,,,,,,,,,,2021-07-02,15.9,14.5,17.12,5166.0,,,,,,,,,,,-5.0,False
1821159,EVgo Inc,"EVGO, EVGOW",2021-07-01,2021-07-08,0001104659-21-090210,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",5990.0,8-K,"EVGO,EVGOW","Nasdaq,Nasdaq",7500.0,"Services-Automotive Repair, Services & Parking",EVgo Inc.,EVgo Inc; Climate Change Crisis Real Impact I Acquisition Corp,2021-02-12,PREM14A,1,2021-06-29,2021-06-29,False,False,True,,CLII,EVGO,13230.0,,,10.0,super8k,True,True,,EVGO,2021-07-02,EVGO,CLII,1.0,True,2021-07-02,7500.0,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",EVgo Inc. Class A Common Stock,255317450.65,,23000000.0,ok,ticker_event,0.1,22986770.0,0.1,ev_mobility,4,True,2021-02-12,19.37,2.79,3.41,6.35,0.8,-23.32,15.36,2021-07-01,14.36,-6.51,2021-07-02,15.0,15.1,16.1,4022069.0,4.46,5.15,12.12,1.53,-12.81,-17.62,-20.13,13.09,-27.58,0.0,1.0,False
1816233,"Sharecare, Inc.","SHCR, SHCRW",2021-07-01,2021-07-08,0001213900-21-036180,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",8000.0,8-K,,,8000.0,Services-Health Services,"Sharecare, Inc.",Falcon Capital Acquisition Corp.,2021-02-12,425,1,2021-06-29,2021-06-29,True,False,True,"Merger, dated February 12, 2021",FCAC,SHCR,19864030.0,,,10.0,super8k,False,True,,SHCR,2021-07-02,SHCR,FCAC,0.0,True,2021-07-02,8000.0,SERVICES-HEALTH SERVICES,"Sharecare, Inc. Class A Common Stock",2508854634.0,,34500000.0,ok,first_aggs_bar,57.6,14635970.0,57.6,biotech_health,1,False,2021-02-12,11.77,0.0,-3.91,8.84,21.1,-11.58,10.0,2021-07-01,9.0,-10.0,2021-07-02,9.37,9.33,9.65,560391.0,4.11,3.67,7.22,-8.0,-17.44,-18.33,-25.44,7.22,-29.44,0.0,1.0,False
1809104,"Alight Group, Inc.",ALIT,2021-07-02,2021-07-09,0001193125-21-211067,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,ALIT,NYSE,7389.0,"Services-Business Services, NEC","Alight, Inc. / Delaware","Alight Group, Inc.; Foley Trasimene Acquisition Corp.",2021-01-25,425,1,2021-06-30,2021-06-30,True,True,True,Alight,WPF,WPF,0.0,,,,llm,False,True,,ALIT,2021-07-06,ALIT,WPF,1.0,True,2021-07-06,7389.0,"SERVICES-BUSINESS SERVICES, NEC","Alight, Inc.",516836926.62,,103500000.0,ok,first_aggs_bar,0.0,103500000.0,0.0,software_ai,1,True,2021-01-25,12.79,11.02,0.7,13.45,28.0,-24.15,9.77,2021-07-02,9.75,-0.2,2021-07-06,10.0,9.03,10.0,4086785.0,2.56,-7.38,2.56,-6.15,-5.44,-0.72,-8.41,2.56,-13.23,1.0,4.0,False
1844224,FREYR Battery,,2021-07-07,2021-07-13,0001104659-21-091727,"1.01,2.01,3.02,5.01,5.06,7.01,9.01",3690.0,8-K,,,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",FREYR Battery,,2021-03-26,S-4,0,,,False,False,False,,,FREY,18439168.0,,,10.08,super8k,False,False,,FREY,2021-07-08,FREY,,0.0,True,2021-07-08,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",FREYR Battery,1034153510.4,,,ok,first_aggs_bar,,,,ev_mobility,3,True,,,,,,,,,,,,2021-07-08,9.45,9.45,9.55,267493.0,,,,,,,,,,,1.0,False
1821850,Sunlight Financial Holdings Inc.,,2021-07-09,2021-07-15,0001104659-21-092678,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,9.01",6199.0,8-K,,,6199.0,Finance Services,Sunlight Financial Holdings Inc.,Spartan Acquisition Corp. II,2021-01-25,425,1,2021-07-09,2021-07-09,True,False,True,,SPRQ,SUNL,19227063.0,,25.0,10.0,super8k,True,True,25.0,SUNL,2021-07-12,SUNL,SPRQ,0.0,True,2021-01-15,6199.0,FINANCE SERVICES,"Sunlight Financial Holdings, Inc.",463939674.59,,34500000.0,ok,first_aggs_bar,55.7,15272937.0,55.7,fintech,1,True,2021-01-25,11.81,39.46,21.34,41.07,61.1,-33.98,9.46,2021-07-09,9.46,0.0,2021-07-12,9.5,9.92,9.97,393920.0,0.42,4.86,5.39,1.27,-10.89,-19.03,-7.72,5.39,-20.08,0.0,3.0,False
1679049,"International Seaways, Inc.",INSW,2021-07-16,2021-07-16,0001104659-21-092871,"1.01,2.01,2.03,5.02,7.01,9.01",4400.0,8-K,INSW,NYSE,4400.0,Water Transportation,"International Seaways, Inc.","OSG International, INC",2021-03-31,425,7,2021-07-13,2021-07-13,True,False,False,,INSW,INSW,,,,,,False,False,,INSW,,INSW,INSW,1.0,True,2016-11-16,4400.0,WATER TRANSPORTATION,"International Seaways, Inc. Common Stock",4380175502.08,,28090000.0,no_flip_event,,,,,industrial,0,False,2021-03-31,18.36,5.94,5.56,7.35,2.4,-5.83,18.25,2021-07-26,16.87,-7.56,,,,,,,,,,,,,,,,,
1828318,Enovix Corp,ENVX,2021-07-13,2021-07-19,0001193125-21-218701,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",3690.0,8-K,ENVX,Nasdaq,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",Enovix Corp,Rodgers Silicon Valley Acquisition Corp,2021-02-22,425,1,2021-07-16,2021-07-12,True,False,True,Legacy Enovix surviving as,RSVA,ENVX,15.0,,,10.0,llm,False,True,0.0,ENVX,2021-07-15,ENVX,RSVA,1.0,True,2021-07-15,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Enovix Corporation Common Stock,1134397888.0,,28750000.0,ok,ticker_event,0.0,28749985.0,0.0,ev_mobility,2,True,2021-02-22,15.75,26.98,32.06,80.95,258.7,5.0,21.84,2021-07-14,20.36,-6.78,2021-07-15,21.5,17.73,22.0,877766.0,5.6,-12.92,8.06,-13.06,-6.29,-12.92,-18.61,8.06,-26.13,0.0,2.0,False
1819516,Wheels Up Experience Inc.,"UP, WSUPW",2021-07-13,2021-07-19,0001628280-21-014018,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",4522.0,8-K,"UP,WSUPW","NYSE,OTC",4522.0,"Air Transportation, Nonscheduled",Wheels Up Experience Inc.,Aspirational Consumer Lifestyle Corp.,2021-02-01,425,1,2021-07-12,2021-07-12,True,False,True,Aspirational,ASPL,UP,13366429.0,,2.0,,vote8k,True,True,2.0,UP,2021-07-14,UP,ASPL,1.0,True,2021-07-14,4522.0,"AIR TRANSPORTATION, NONSCHEDULED",Wheels Up Experience Inc.,280654582.68,,23980000.0,ok,first_aggs_bar,55.7,10613571.0,55.7,other,0,False,2021-02-01,10.53,7.5,5.41,11.59,185.7,-10.81,9.9,2021-07-13,9.93,0.3,2021-07-14,11.08,11.55,15.0,7042540.0,11.58,16.31,51.06,5.04,5.54,2.92,-24.37,51.06,-28.5,0.0,1.0,False
1822492,Hillman Solutions Corp.,HLMN,2021-07-14,2021-07-20,0001104659-21-094006,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3420.0,8-K,HLMN,Nasdaq,3420.0,"Cutlery, Handtools & General Hardware",Hillman Solutions Corp.,"Landcadia Holdings III, Inc.",2021-01-25,425,1,2021-07-13,2021-07-13,True,False,True,"Merger, dated as of January 24, 2021",LCY,HLMN,,,11.6,,super8k,False,True,11.6,HLMN,2021-07-15,HLMN,LCY,1.0,True,2021-07-15,3420.0,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",Hillman Solutions Corp. Common Stock,1516700254.38,,50000000.0,ok,ticker_event,,,11.6,industrial,1,False,2021-01-25,10.52,1.71,-0.38,2.23,26.7,13.84,11.93,2021-07-14,12.17,2.01,2021-07-15,11.99,12.05,12.47,2418839.0,-1.48,-0.99,2.47,0.0,-0.16,-0.33,-1.31,2.79,-6.9,0.0,1.0,False
1816613,Markforged Holding Corp,"MKFG, MKFG-WT",2021-07-14,2021-07-20,0001104659-21-094003,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",3577.0,8-K,,,3577.0,"Computer Peripheral Equipment, NEC",Markforged Holding Corp,one,2021-02-24,425,1,2021-07-15,2021-07-13,True,False,True,,AONE,MKFG,6418667.0,,,10.005,super8k,True,True,,MKFG,2021-07-15,MKFG,AONE,0.0,True,2021-07-15,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Markforged Holding Corporation,1496101185.95,,21500000.0,ok,first_aggs_bar,29.9,15081333.0,29.9,industrial,1,False,2021-02-24,11.3,9.03,20.88,33.63,55.5,-34.33,8.97,2021-07-14,8.56,-4.57,2021-07-15,8.16,7.76,8.8901,598462.0,-4.67,-9.35,3.86,-3.27,0.47,14.02,17.52,23.31,-11.21,0.0,1.0,False
